text,label,clean_text,emoji_count,tweet_length,has_negation,emoji_count
#خلق_جميل الحياء/ الرجولة,POS,# خلق_جميل الحياء الرجولة,0,4,0,0
مستشارا الطرطور مصطفى حجازى واحمد المسلمانى يتعاركان علنيا للفوز باكبر نصيب من تورتة الانقلاب,NEG,مستشارا المرور مصطفى مجازى وأحمد المسلمين يتعاركان علنيا للفوز بأكبر نصيب تورتة الانقلاب,0,13,0,0
عمرره96 وجاي متعني ليحضر ويفرحكم ويقول الشقيق من محبته لكم وتجون تتقطقون ياشيخ استح على عمرك انت وياه ' جعل عمرهه طويلل #…,NEUTRAL,عمرره96 وجاي تعني ليحضر ويحكم ويقول الشقيق محبته وتكون تتلقون يشيخ افتح عمرك انت إياه ' عمره طويلة # من,0,20,0,0
شاهد - آخر كلام: مستقبل العام الجامعي واستقلال الجامعة #,OBJ,شاهد - آخر كلام : مستقبل العام الجامعي استقلال الجامعة #,0,11,0,0
يسقط دستور جمهورية مرسي الإخوانية,NEG,يسقط دستور جمهورية مرسي العدوانية,0,5,0,0
معالم أندلسية - مسجد قرطبة تم بناء هذا الجامع خلال قرنين ونصف قرن تقريبا، و يرجع تأسيس المسجد إلى سنة (92 هـ),OBJ,معالم هندسية - مسجد قرطبة تم بناء الجامع خلال قرنين ونصف قرن تقريبا يرجع تأسيس المسجد على سنة ( 92 ),0,21,0,0
المحامى عن المتهمين فى تفجيرات دهب: لا متهم بأسم عادل حباره الذى اتهمته الداخلية بتنفيذ مذبحة الجنود فى سيناء دول بيكدبوا فى الكدب,NEG,المحامى المتهمين فى تفجيرات دهب : NEG_متهم باسم عادل عباره الذى اتهمته الداخلية بتنفيذ مذبحة الجنود فى سيناء دول يكتبوا فى الكلب,0,22,1,0
اذا أجريت الانتخابات بنفس القضاة والضباط الذين اشرفوا على التزوير بنفس النائب العام مع احالة من يعترض الى محاكمة عسكرية النتيجة معروفة,NEG,اذا أجريت الانتخابات بنفس القضاة والضباط اشربوا التزوير بنفس النائب العام إحالة يعترض الى محاكمة عسكرية النتيجة معروفة,0,18,0,0
#ارتقوا_و مش كل واحد هتشوفوا مختلف معاك في الرأي يبقى حمار ومش بيفهم !,NEUTRAL,# ارتقوا_و مش NEG_كل توفوا مختلف معاك الرأي يبقى حمار ومش بينهم !,0,13,1,0
عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2029361],OBJ,عرض الاسبوع 40 ألف متابع # شوارعنا # فن_تتقنه_النساء # ذلك_الشخص # شي_ودك_تجربه # بوح # دور # يعجبني # حلو # منه [ 2029361 ],0,26,0,0
هل الشرطة والجيش سيطبق عليهم حدود الأجور دي؟,OBJ,الشرطة والجيش سيطبق عليهم حدود الأجور دي,0,7,0,0
#حركة_المرور هادئة على جميع طرقات ومداخل المدينة #بيروت #,OBJ,# حركة_المرور هادئة طرقات مداخل المدينة # بيروت #,0,9,0,0
""": #فكرة_جميلة وش رايكم؟ """,OBJ,من : # فكرة_جميلة وش رايكم من,0,7,0,0
قطع اذن مواطن واحراق الكنائس والاعتداء على اهالي الشهداء كل هذا مسموح به وعندما يكتب شاب ثوري على الحائط يقدم لمحاكمة عسكرية اين العدل,NEG,قطع اذن مواطن احراق الكنائس والاعتداء اهالي الشهداء مسموح وعندما يكتب شاب ثوري الحائط يقدم لمحاكمة عسكرية اين العدل,0,19,0,0
نفاق بديع,NEG,نفاق بديع,0,2,0,0
"#البرادعى قال مصالحه يبقى خاين, #السيسى قالها يبقى #لا_للمصالحة بس هو بطل مغوار #تويت_كانك_معرص",NEUTRAL,"# البراعة قال مصالحه يبقى خائن , # السياسى قالها يبقى # لا_للمصالحة بطل مغوار # تويت_كانك_معرص",0,17,0,0
السلام عليكم ورحمة الله وبركاته,OBJ,السلام عليكم ورحمة الله بركاته,0,5,0,0
يوميات شيزوفرنيا,OBJ,يوميات شيزوفرنيا,0,2,0,0
هناك بعض من يمارس السياسة لضبط هندسة السياسة و العصف بمقومات مؤسسة الدولة الحديثة #,OBJ,يمارس السياسة لضبط هندسة السياسة العصف مقومات مؤسسة الدولة الحديثة #,0,11,0,0
اندية الدورى تقاضى اتحاد الاذاعة والتليفزيون للحصول على اموالها الضائعة ودرية تقولهم: فتشنى فتش!!,OBJ,أندية الدورى تقاضى اتحاد الاذاعة التليفزيون للحصول اموالها الضائعة دورية تقوله : فتشنا فتش ! !,0,16,0,0
"الآن على #الجزيرة_مباشر : ندوة عن الديمقراطية الأمريكية "" #العراق و#الإسلام ظاهرة #أوباما "" #",OBJ,الآن # الجزيرة_مباشر : ندوة الديمقراطية الأمريكية من # العراق # السلام ظاهرة # أوباما من #,0,17,0,0
انفعال #توفيق_عكاشة بسبب فيلم #حلاوة_روح ويعلن عن مفاجأة ظل يفكر فيها 9 أيام ؟؟!!,OBJ,انفعال # توفيق_عكاشة بسبب فيلم # حلاوة_روح ويعلن مفاجأة ظل يفكر 9 أيام من ! !,0,16,0,0
#كأس_الاتحاد_الإفريقي : #الأهلي جهز #جدو لمباراة #الجديدي_المغربي,OBJ,# كءس_الاتحاد_الءفريقي : # الهي جهز # جدو لمباراة # الجديدي_المغربي,0,11,0,0
ندوة دعلاء الاسواني الثقافية الاسبوعية - حزب الغد التفاصيل,OBJ,ندوة علاء الاسباني الثقافية الاسبوعية - حزب الغد التفاصيل,0,9,0,0
"""الشعوب لا تثور على الأنظمة الديكتاتورية، الشعوب تثور على الأنظمة الفاشلة"" - إيريك هوفر",OBJ,من الشعوب NEG_تثور المنظمة الديكتاتورية الشعوب تثور المنظمة الفاشلة من - ديريك هوفر,0,13,1,0
"""مدن"": 25 مليار ريال حجم الاستثمارات بصناعية جدة الثانية #السعودية # #الرياض #الدمام #جدة #مكة #الخبر …",OBJ,من مدن من : 25 مليار حجم الاستثمارات صناعية جدة الثانية # السعودية # # الرياض # الدماء # جدة # مكة # الخبر من,0,25,0,0
1 الحساب يخص د/عمرو ولكن يديره مجموعة من المتطوعين في أثناء الحملة الانتخابية,OBJ,1 الحساب يخص عمرو يديره مجموعة المتطوعين أثناء الحملة الانتخابية,0,10,0,0
أمي ️ ليس لها يوماً مُحدد !! أمي كُل الآيام لها #عيد_الأم,POS,أمي NEG_لها يوما محدد ! ! أمي القيام # عيد_الءم,0,10,1,0
"عنوان المصري اليوم ""باسم يوسف يظهر ملتحيا""عنوان غريبكأن الذقن حكر على مجموعة من الاشخاص النمطية مرض",NEG,عنوان المصري اليوم من باسم يوسف يظهر لتحيا من عنوان غريبين الذقن فكر مجموعة الاشخاص النمطية مرض,0,17,0,0
#نفسك_فى_أية_فى_الجنة_ الكثير من أإلأشيااء التي لم تخطر على قلب بششر {هاشتااق أكثر من رآآئع ششكراَاَ أ,OBJ,# نفسك_فى_ءية_فى_الجنة_ الكثير ءءلءشيااء NEG_تخطر قلب بشر { هاشتاق أكثر رءءءءءع شكراا,0,12,1,0
قري ومدافن النوبة تغرق بمياه الصرف الصحي والمحافظ يشكل لجنة لحصر الخسائر #يوسف_الحسيني #السادة_ال…,OBJ,قري مدافن النوبة تغرق بمياه الصرف الصحي والمحافظ يشكل لجنة حصر الخسائر # يوسف_الحسيني # السادة_ال…,0,16,0,0
الانقلاب يقترض 62 مليار اخرى من البنوك فى سبتمبر اموال المصريين تتبخر بكره تشوفو مصر,NEG,الانقلاب يقترض 62 مليار اخرى البنوك فى اموال المصريين تتبخر بكره توفو مصر,0,13,0,0
كل من يقف ضد مواجهة الإرهاب في مصر إرهابي #السادة_المحترمون,NEG,يقف ضد مواجهة الإرهاب مصر إرهابي # السادة_المحترمون,0,8,0,0
عندما يتحدث عزمى مجاهد عن المبادئ والأخلاق في الرياضة ويهاجم نجوما ساندوا الحق والشرعية في رابعة والنهضة، نحن في زمن لميس وكل خسيس,NEG,عندما يتحدث عمى مجاهد المبادئ والأخلاق الرياضة ويهاجم نجوما ساعدوا الحق الشرعية رابعة النهضة زمن ليس وكل خسيس,0,18,0,0
الدكتور عبد المنعم أبو الفتوح يجتمع الآن بالمتطوعين بمدينة بنها,OBJ,الدكتور عبد المنعم بو المفتوح يجتمع الآن المتطوعين بمدينة إنها,0,10,0,0
المرأة هي سر توازن الحياة وسر جمال الكون ومصدر المحبة والرحمة في هذا العالم كل عام وأنتن أقوى وأجمل وأفضل #يوم_المرأة…,POS,المرة سر توازن الحياة وسر جمال الكون ومصدر المحبة والرحمة العالم عام وأنتن أقوى وأجمل وأفضل # يوم_المرءة…,0,18,0,0
بلغ التدني بالبعض حد وضع صورتي واسمي على حسابات تويتر مزيفة وإستخدامها للتطاول على حبيبتي وزوجتي وللخوض في عرضي، وتداولها عبر مواقع غير جادة,NEG,بلغ التبني بالبعض حد وضع صورتي واسمي حسابات تويتر مزيفة واستخدامها للتداول حبيبتي وزوجتي للخوض عرضي تداولها عبر مواقع NEG_جادة,0,20,1,0
بعد أن أسقطت الثورة عنهم الحصانةالإخوان بجهلهم جلبوا التعاطف لبعض أعضاء مجلس مبارك العسكري المتهمين بالفساد و صعبوا,NEG,من سقطت الثورة عنهم الحصانةالءخوان بجعلهم جلبوا التعاطف لبعض أعضاء مجلس مبارك العسكري المتهمين بالفساد صعبا,0,16,0,0
شاهدوا الحلقة ١٨ من برنامج عُمر-صانع حضارة,OBJ,شاهدوا الحلقة ١٨ برنامج عمر-صانع حضارة,0,6,0,0
هناك كلام ركيك منسوب إليّ عن أسئلة بعد تنحي مبارك تم نقله من على الفيس بوك الذي لا أملك صفحات عليه، شكرا لبوابة الأهرام التي حذفت الكلام,NEUTRAL,كلام رأيك منسوب لي رسالة تنحي مبارك تم نقله الفيس بوك NEG_ءملك صفحات عليه شكرا لبوابة الأهرام حذفت الكلام,0,19,1,0
"2: التليفزيون المصري يذيع لقطات أخرى لـ""اشتباكات الحرس الجمهوري"":",OBJ,2 : التليفزيون المصري يذيع لقطات أخرى من اختبارات الحرس الجمهوري من :,0,13,0,0
بلد بنت وسخة #المنصورة,NEG,بلد بنت وسخة # المنصورة,0,5,0,0
#حمدي_قنديل : يتوجب على #السيسي أن يتحدث للجماهير، وألا يتعالى على أحد، وأن يتعامل كمرشح رئاسي يتواصل مع الشعب,OBJ,# حمدي_قنديل : يتوجب # السيسي من يتحدث للجماهير ولا تعالى أحد ومن يتعامل كمرشح راسي يتواصل الشعب,0,18,0,0
#كامب_ديفيد منطقة (أ) بين قناة السويس والخط 58 كم غير مسموح لمصر بوجود أكثر من فرقة مشاة ميكانيكي واحدة,OBJ,# كامب_ديفيد منطقة ( ) قناة السويس والخط 58 NEG_مسموح لمصر بوجود أكثر فرقة مشاة ميكانيكي واحدة,0,17,1,0
#اوعى_تنسى انو احسن هدفين لعام 2014 وبكل صدق تم تسجيلهم بالدوري الاردني,POS,# اوعى_تنسى انو احسن هدفين لعام 2014 وبكل صدق تم تسجيلهم بالدوري الاردن,0,13,0,0
#شيرين من حفل زفاف ببيروت,OBJ,# شيرين حفل زفاف بيروت,0,5,0,0
إلى المصريين الأحرار إلى شعب مصر العظيم حانت ساعة الاتحاد و الاعتماد على النفس لا بد أن نقف وقفة رجل واحد ضد الإرهاب و داعميه بالخارج,POS,على المصريين الأحرار على شعب مصر العظيم حانت ساعة الاتحاد الاعتماد النفس NEG_بد من نقف وقفة رجل ضد الإرهاب داعمين بالخارج,0,21,1,0
"#الشروق | ""#الإنقاذ_الوطنى"" ترفض استبعاد #الإسلاميين من #الحياة_السياسية #",OBJ,# الشروق | من # الءنقاذ_الوطنى من ترفض استبعاد # الإعلاميين # الحياة_السياسية #,0,14,0,0
"""""ركز هووون"""" """"تفاعل زفت"""" #مقرب=#لايك #كومنت=#تفجير خلال 12 ساعة",OBJ,من من ركز هووو من من من من تفاعل زلت من من # مقربة # لايك # كونت # تفجير خلال 12 ساعة,0,23,0,0
طب أيه الحل ؟,OBJ,طب فيه الحل من,0,4,0,0
لو قررت تشكل حزب سياسي ماذا ستسميه وماذا ستكون توجهاته؟ #مجلس_مهيرة,OBJ,قررت تشكل حزب سياسي ستسميه وماذا ستكون توجهات # مجلس_مهيرة,0,10,0,0
"#أخبار_مصر #اخبار #مصر | #عاجل| #انفجار قنبلة بدائية الصنع بمنطقة #الطالبية في شارع #الهرم انفجرت قنبلة بدائية """,OBJ,# ءخبار_مصر # اخبار # مصر | # عاجل # انفجار قنبلة بداية الصنع بمنطقة # الطالبة شارع # الهرم انفجرت قنبلة بداية من,0,24,0,0
يعني مثلاً مبسوط إنهم بيتقتلوا وبهرج على الموضوع ده؟ جايز تكوني فهمتي كده لو متربصة بس إنما بدون تربص المعنى واضح جداً,NEUTRAL,يعني مثلا مبسوط إنهم يقتلوا مبهرج الموضوع ده جائز تكوني فهمتي كده متعبة إنما بدون NEG_تربص المعنى واضح جدا,0,19,1,0
شاهد - آخر كلام: سميح شقير، 'يا حيف',OBJ,شاهد - آخر كلام : سمح شقير يا كيف ',0,10,0,0
كيف شارك الإخوان في ثورة يناير؟ صادروها لحسابهم الخاص!,OBJ,شارك الأخوان ثورة يناير صادروا لحسابهم الخاص !,0,8,0,0
"الوطن | مستشفى المنيرة العام استقبل 32 مصابا في اشتباكات ""#التحرير"" بينهم 5 إصابات بطلق ناري",OBJ,الوطن | مستشفى المثيرة العام استقبل 32 مصابا اختبارات من # التحرير من بينهم 5 عصابات بطلق ناري,0,18,0,0
كيف تعلن اللجنة العليا للانتخابات عن نتائج الاستفتاء قبل التحقيق في الانتهاكات والتزوير الاخوان يستهينون بالشعب مثل مبارك وسيلقون مصيره,NEG,تعلن اللجنة العليا للانتخابات نتائج الاستفتاء التحقيق الانتهاكات والتطوير الاخوان يستطيعون بالشعب مبارك سيلقون مصيره,0,15,0,0
"#الوطن | محافظ #الجيزة: إقامة 280 بازارا سياحيا خلف ""الأهرامات"" بتكلفة 75 مليون جنيه #مصر #اخبار",OBJ,# الوطن | محافظ # الجيزة : إقامة 280 بازار سياحية من الأهرامات من بتكلفة 75 مليون # مصر # اخبار,0,21,0,0
صندوق الانتخابات حين يتحول لممارسة دورية يغير ويعدل أوزان الأحزاب والتيارات السياسية على مدار فترة زمنية متوسطة أو طويلة المدى,OBJ,صندوق الانتخابات يتحول لممارسة دورية يغير ويعمل سوزان الأحزاب التيارات السياسية مدار فترة زمنية متوسطة هو طويلة المدى,0,18,0,0
الأسواني :اذا أردنا أن نطبق الشريعة الاسلامية بشكل صحيح يجب أن المقال كامل>>,OBJ,السوداني : اذا أردنا من نطبق الشريعة الاسلامية بشكل صحيح يجب من المقال كامل > >,0,16,0,0
مبارك كان بيحكم من شرم الشيخ والسيسي حيحكم من شارع خمسه باب #انتخبوا_العرص,NEG,مبارك بينكم شرف الشيخ السيسي يحكم شارع خمسه باب # انتخبوا_العرص,0,11,0,0
#عيد_الأم #امي امي يا اجمل ما يبدأ بهِ يومي فَ سبحان من صنّع من دعواتكِ سعادةٌ لي لا تنتهي,POS,# عيد_الءم # امي امي اجمل NEG_يبدء يومي صنع دعواتك سعادة NEG_تنتهي,0,12,1,0
شِاهد - آخر كلام: عين على أحداث مصر اليوم 07/04/2011 #,OBJ,شاهد - آخر كلام : أحداث مصر اليوم 07/04/2011 #,0,10,0,0
شبكة رصد الإخبارية/ #رصد| #عاجل #مصر | نقلا عن وكالة الأناضول : إحالة أوراق 638 - عبر تطبيق نبض,OBJ,شبكة رصد الإخبارية # رصد # عاجل # مصر | نقلا وكالة الأناضول : حالة أوراق 638 - عبر تطبيق نبض,0,21,0,0
مرشحي الرئاسة يقترحون جدولا زمنيا تبدأ في انتخابات البرلمان في 28 نوفمبر 2011 على 3 مراحل ثم تليها انتخابات,OBJ,مرشحي الرئاسة يقترحون جدولا زمنيا تبدء انتخابات البرلمان 28 2011 3 مراحل تليها انتخابات,0,14,0,0
10 يمكنكم الاطلاع على منطلقات البرنامج من خلال وسيتم اعلان تفاصيل البرنامج بعد فتح باب الترشيح بشكل رسمى,OBJ,10 يمكنكم الاطلاع مطلقا البرنامج خلال وسيتم اعلان تفاصيل البرنامج فتح باب الترشيح بشكل رسمى,0,15,0,0
الادمن:اتفرج على #امريكا_بالعربي حلقة 15 #,OBJ,الامن : اتفرج # امريكا_بالعربي حلقة 15 #,0,8,0,0
لا يقعد أحدكم عن طلب الرزق ويقول اللهم ارزقني وقد علم أن السماء لاتمطر ذهبا ولا فضة,OBJ,NEG_يقعد أحدكم طلب الرزق ويقول اللهم الزمني وقد من السماء المطر ذهبا فضة,0,13,1,0
شبكة السنة النبوية تطلق خدمة بث الأحاديث الصحيحة عبر #واتس_آب #الأحاديث_الصحيحة #شبكة_السنة_النبوية,OBJ,شبكة السنة النووية تطلق خدمة بث الأحاديث الصحيحة عبر # واتس_ءءب # الءحاديث_الصحيحة # شبكة_السنة_النبوية,0,15,0,0
"""فريق محافظة القاهرة لحمله دعم ترشح دعبد المنعم أبو الفتوح رئيسا للجمهورية "" 12:00",OBJ,من فريق محافظة القاهرة لحمله دعم ترشح عبد المنعم بو المفتوح رئيسا للجمهورية من 12:00,0,15,0,0
"ودا قمة السفه في الصحافة !! ""الفن بعد ثورة 23 يوليو وبعد ثورة 25 يناير #مصر #الثورة """,NEG,ولا قمة السفر الصحافة ! ! من الفن ثورة 23 وبعد ثورة 25 # مصر # الثورة من,0,18,0,0
تهميش المثقفين والنساء والشباب والمجتمع المدني بتشكيل التأسيسية وتغليب الحسابات الضيقة لبعض الأحزاب المدنية لا يمكن أن يقبله الرأي العام,NEG,تهميش المثقفين والنساء والشباب والمجتمع المدني بتشكيل التجسسية وتغلب الحسابات الضيقة لبعض الأحزاب المدنية NEG_يمكن من يقبله الرأي العام,0,19,1,0
الاعتداء الهمجي على المحامين في قسم مدينة نصر يحتاج الى تدخل حاسم من الرئيس مرسي الذي تعهد بالحفاظ على كرامة المصريينأيها الرئيس نفذ تعهدك,NEUTRAL,الاعتداء الهمجي المحامين قسم مدينة نصر يحتاج الى تدخل حاسم الرئيس مرسي تعهد بالحفاظ كرامة المصريينءيها الرئيس نفذ تعهد,0,19,0,0
#بورسعيد2020 #محور_قناه_السويس # #أوقفوا_الفحم شكر واجب من فريق بورسعيد 2020 لصدى بورسعيد الإخبارية للدعم,OBJ,# بورسعيد2020 # محور_قناه_السويس # # ءوقفوا_الفحم شكر واجب فريق بوسعي 2020 لدى بوسعي الإخبارية للدعم,0,16,0,0
شبكه اخبار #المحله |محافظ الغربية يشكّل لجنة لحل أزمة أصحاب المحال التجارية بمنطقة العباسي,OBJ,شبكه اخبار # المحل محافظ الغربية يشكل لجنة لحل أزمة أصحاب المحال التجارية بمنطقة الباقي,0,15,0,0
"#عمرو_دياب يكشف عن موعد طرح فيديو كليب ""جماله""",OBJ,# عمرو_دياب يكشف موعد طرح فيديو كليب من جماله من,0,10,0,0
وكل عيد قيامة وأنتم ومصر بخير,POS,وكل عيد قيامة وأنتم مصر بخير,0,6,0,0
72 وفقا لنص المادة 60 وبناءا على تفسيرها قرر الاجتماع المشترك بأغلبيته المعايير ب 50 و50 أما المعايير والآليات في مشروعي فكانت مختلفة,OBJ,72 وفقا لن المادة 60 وبناء تفسيرها قرر الاجتماع المشترك بءغلبيته المعايير 50 وقت ما المعايير والعمليات مشروعي فكانت مختلفة,0,20,0,0
يامحمد كلمهم في البيت قولهم شافوني وأنا بازعق وعجبتهم ولا لأ؟,OBJ,محمد المهم البيت قولهم قانوني وأنا بارع أعجبتهم لا,0,9,0,0
#الوطن | محمد منصر لاعب #الصفاقسي ينفي خلافه مع أمير سعيود #اخبار_رياضية #,OBJ,# الوطن | محمد منصب لاعب # الفارسي ينفي خلافه أمير سعيد # اخبار_رياضية #,0,15,0,0
تم تقسيم شعب مصر أخلاقيا احرار وشرفاء ومتسامحون ومؤمنون مع الشرعية والعكس بالاضافة لجهلاء واغبياء مع الانقلاب,NEUTRAL,تم تقسيم شعب مصر أخلاقيا احرار وشراء متسامحين ومجنون الشرعية والعكس بالاضافة لهؤلاء وأغبياء الانقلاب,0,15,0,0
#سوريا #ريف_دمشق الثوار يستهدفون مواقع قوات النظام على جبهة #المرج في الغوطة الشرقية بقذائف الهاون ويحققون اصابات مباشرة,OBJ,# سوريا # ريف_دمشق الثوار يستهدفون مواقع قوات النظام جبهة # المرج الغلطة الشرقية بقذائف الهاون يحققون اصابات مباشرة,0,19,0,0
#خالد_بن_الوليد قتل رجل مسلم وتزوج امراته في نفس اليوم بلا عدة بلا بطيخ,NEG,# خالد_بن_الوليد قتل رجل مسلم وتزوج امرأته اليوم بلا عدة بلا بطيخ,0,12,0,0
مسودة الدستور الطائفي الجديد,OBJ,مسودة الدستور الكافي الجديد,0,4,0,0
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 127,OBJ,# جمال # خيال # حقيقه # جميل # دور # حكم # يعجبني # حكمه # بقلم # شوق # بوح # شعر # قيد # رويت الاف متابع 200 127,0,32,0,0
بعد الاسرار التى قرر الادلاء بها فى مذكراته مطلوب حماية سامى عنان من نفسه ومن ضباع النظام,NEUTRAL,الاسرار التى قرر الادلاء فى مذكراته مطلوب حماية سامى عنان نفسه ضباط النظام,0,13,0,0
شاهد: لقاء دعمرو خالد ودأحمد جمال الدين مع لميس الحديدي وحديث مفصل حول إنشاء حزب مصر في برنامج: هنا العاصمة,OBJ,شاهد : لقاء عمرو خالد والحمد جمال الدين ليس الحديدي وحديث مفصل حول إنشاء حزب مصر برنامج : العاصمة,0,19,0,0
عجبت لفصيل يدعي الاغلبية الكاسحة و يعكر صفوه برنامج اسبوعي لا يتعدى الساعةعايزين سلطة و معارضة تبقى معاهم,NEG,عجب تفصيل يدعي الاغلبية الكادحة يعكر صفوف برنامج اسبوعي NEG_يتعدى الساعةعايزين سلطة معارضة تبقى معاهم,0,15,1,0
إنكار سالم عبد الجليل صاحب فتوى قتل الجيش للمتظاهرين علي قناة الجزيرة لأقواله لن يبرئه عند الله ولا عند الناس,NEG,إنكار سالم عبد الجليل صاحب فتوى قتل الجيش المتظاهرين علي قناة الجزيرة لأقوله NEG_يبرءه الله الناس,0,16,1,0
"استمرار مأساة غرق شبابنا في محاولات يائسة سعيا وراء ""لقمة العيش""ما هي أسبقياتنا وأين نحن من أهداف الثورة : عيش،حرية،كرامة إنسانية ؟",NEUTRAL,استمرار مأساة غرق شبابنا محاولات يائسة سعيا وراء من لقمة العيش من NEG_هي ءسبقياتنا وبين أهداف الثورة : عيش،حرية،كرامة إنسانية من,0,21,1,0
عصام سلطان يكتب | فاجعتــان,NEUTRAL,عصام سلطان يكتب | ساعتان,0,5,0,0
هو لو حد من الثوار قال في أي قناة كده عن المخابرات العامة وإتذاع الكلام على الهواء، الحكاية هتعدي في صمتمجرد سؤال,OBJ,حد الثوار قال في قناة كده المخابرات العامة تذاع الكلام الهواء الحكاية تعدي متمرد سؤال,0,15,0,0
#مصرى #اسمر #بغمازات #زملكاوى #بحبك :* =,OBJ,# مصرى # اسمر # غازات # زملائى # بحبك : * =,0,13,0,0
2008 تم فتح المحور خلاص #انزل ماحدش يخاف,OBJ,2008 تم فتح المحور خلاص # انزل ماحدث يخاف,0,9,0,0
"بإذن الله، يحل الدكتور عمرو خالد ضيفاً على مؤتمر ""إحياء روح الإسلام "" السنوي، والذي يقام كل",OBJ,بإذن الله يحل الدكتور عمرو خالد ضيفا مؤتمر من أحياء روح السلام من السنوية يقام,0,15,0,0
مايمرروهمهما عملوا الدستور ده مش هيعيشلأنه ولد ميتا وبني على باطل وسيقود إلى باطلدي قناعتي ومؤمن بيها,NEG,مايمرروهمهما عملوا الدستور ده مش NEG_هيعيشلءنه ولد ميتا وبني باطل سيقود على بالدي قناعتي ومدمن بيها,0,16,1,0
"شوقي وحنين أيامي , قلبي لوصالك ظامي #باسم",OBJ,"شوقي وحين ميامي , قلبي لوصولك امي # باسم",0,9,0,0
"شبكة رصد الإخوانية بتسلم ابنها ""عمر فرّاج"" تسليم زفر وبيقولوا انه جاسوس لتركيا ،ويقولك احنا إخوان #سلملي_على_اخلاق_الجماعة #مصر #فلسطين",NEG,شبكة رصد العدوانية تسلم ابنها من عمر فراج من تسليم زر ويقولوا انه جاسوس تركيا ويقول احنا خوان # سلملي_على_اخلاق_الجماعة # مصر # فلسطين,0,24,0,0
مرة واحد مراته عقدها اللي بتحبه اتقطع فسهر طول الليل يلم في حباته عشان متزعلش (: #سيدنا_النبي #السيدة_عائشة #الحب,POS,مرة مرات عقدها اللي تحبه القطع فسر طول الليل يلم حياته عشان متعلق ( : # سيدنا_النبي # السيدة_عاءشة # الحب,0,21,0,0
#ﺍﻧﺖ_ﻣﻬﻤﺎ_ﻛﺒﺮﺕ مش هنسي اي لاعب لبس تيشيرت #الزمالك و لعب علشان الزمالك مش علشان الفلوس و حب الزمالك و جمهور الزمالك من قلبه ^_^,POS,# ﺍﻧﺖ_ﻣﻬﻤﺎ_ﻛﺒﺮﺕ مش NEG_هنسي اي لاعب لبس تشير # المالك لعب علشان المالك مش NEG_علشان الفلوس حب المالك جمهور المالك قلبه ^_^,0,22,1,0
هناك أوقات نشعر فيها أنها النهاية، ثم نكتشف أنها البداية، وهناك أبوابا نشعر أنها مغلقة ثم نكتشف أنها المدخل الحقيقي #ابراهي…,OBJ,أوقات نشعر إنها النهاية نكتشف إنها البداية وهناك بابا نشعر إنها مغلقة نكتشف إنها المدخل الحقيقي # ابراهيم,0,18,0,0
شرط الفاعلية الرابع هو تحقيق نجاحات حقيقية وسريعة تطمئن المصريات والمصريين إلى أن المجلس قادر على العمل بفاعلية,OBJ,شرط الفاعلية الرابع تحقيق نجاحات حقيقية وسريعة تطمئن المغريات المصريين على من المجلس قادر العمل بفاعلية,0,16,0,0
"بالفيديو #عمرو_خالد يساند #محمد_صلاح ونشطاء بعد خسارة تشيلسي: ""بركاتك""",OBJ,بالفيديو # عمرو_خالد يساند # محمد_صلاح نشطاء خسارة تشيلسي : من بركاتك من,0,13,0,0
#مصر #مرسي #رابعة #مكملين #انتخبوا_العرص محاضرة فى السعودية لتعليم العبودية باسم الدين وفى آخرها سحب على آيباد !!! …,NEUTRAL,# مصر # مرسي # رابعة # مملين # انتخبوا_العرص محاضرة فى السعودية لتعليم العبودية باسم الدين وفى آخرها سحب آيباد ! ! ! من,0,25,0,0
واحشني قوي و انا مقصر معاك عندك حق :) كلم شادي و الشباب و خلينا نتقابل يوم الجمعة و العشاء عليا,POS,وحشي قوي انا قصر معاك عندك حق : ) كلم شادي الشباب خلينا نتقابل يوم الجمعة العشاء عليا,0,18,0,0
المستشارالبطويسي نائب رئيس محكمة النقض قال لليوم السابع : احمد شفيق ضده بلاغات وشكاوي لم يتم التحقيق فيها بعد وليس من الصحيح ان يترشح الان,OBJ,المستشارالبطويسي نائب رئيس محكمة النقض قال لليوم السابع : احمد رفيق ضده بلاغات شكاوي NEG_يتم التحقيق وليس الصحيح ان يترشح الان,0,21,1,0
"تعرف على مجموعة #الأهلى ""المنتظرة"" #بالكونفيدراليةوالنجم الساحلى الأصعب",OBJ,تعرف مجموعة # الأولى من المنتظرة من # بالكونفيدراليةوالنجم الساحل الصعب,0,11,0,0
الحضيف الجبان يرتوت لتغريدة يتهم فيها الملك عبدالله بالإرهاب ثم يقوم بحذفها !! #رتويت #الارهاب,NEG,المضيف الجبان يموت تغريدة يتهم الملك عبدالله بالإرهاب يقوم بحذفها ! ! # رويت # الارهاب,0,16,0,0
المجلس الانتقالي الليبي يكرم قناة ''اون تي في'' الفضائية المصرية، باعتبارها أفضل قناة فى تغطية أحداث ليبيا #25 #,POS,المجلس الانتقال الليبي يكرم قناة من اون من الفضائية المصرية باعتبارها أفضل قناة فى تغطية أحداث ليبيا # 25 #,0,20,0,0
